client_id,industry,sub_industry,region,company_size,annual_revenue_usd,contract_value_usd,contract_length_months,tenure_months,product_usage_hours_3m,product_usage_hours_12m,login_frequency_30d,active_users,licensed_users,analyst_calls_6m,support_tickets_6m,support_escalations_6m,avg_resolution_time_hrs,nps_score,survey_response_count_12m,discount_percent,account_notes,churn_flag
C_11786,Retail,Cybersecurity,North America,,348019.4989,114712.2306,,20.8693821,129.9727894,631.9307013,5.979432838,8,,1,3,1,,-93,2,20,,0
C_11787,Finance,Cloud,Middle East,500,900600.6189,154524.9253,36 mnth,7.641690758,156.4443016,,0.317054523,7,,1,3,0,22.51609131,-78,,,,0
C_11788,Energy,,North America,,120989.8602,77525.40329,,,87.84086684,265.107137,3.452831068,9,20,1,4,0,8.162510267,71,1,,low usage,0
C_11789,Finance,None,EUrope,5000,,,12 months,0.447376067,83.92589344,686.8573577,11.80240568,,10,,2,1,12.49185542,-82,0,,bad experince,0
,Finanace,Payments,North America,500,57608.28825,133878.5898,12 months,44.50840524,105.0570645,637.0681021,5.389828918,2,,1,4,0,62.01381926,83,2,15,executive sponsor left,0
C_11791,TECH,,APAC,1000,17542.06457,49363.54315,24,,141.5059754,458.1857551,29.25011024,6,5,0,4,0,24.93711547,79,0,15,,0
C_11792,TECH,E-commerce,APAC,500,400914.3417,,36,,55.82145393,896.2300453,1.073494954,5,10,1,1,1,42.24854467,22,1,10%,integration problem,0
C_11793,Manufacturing,Payments,N. America,,48880.88297,55580.96979,48,7.364626078,,528.2843126,2.073368898,4,50,1,6,1,32.09245739,,2,,needs training,0
C_11794,Technology,Payments,Europe,1k,,76191.24628,36 mnth,107.1406224,169.2094819,825.0471312,1.020077488,3,20,0,1,2,,42,0,,low usage,0
C_11795,Manufacturing,Payments,APAC,10000,15269.97737,132019.6346,12,,113.9453748,561.935841,1.931115024,7,10,4,4,,,62,2,5,pricing issue,0
C_11796,Energy,Cybersecurity,,1000,316330.4166,,,55.7629686,177.6270325,457.9013933,12.69791665,5,100,2,1,2,93.41556145,83,2,,integration problem,0
C_11797,Retail,E-commerce,APAC,1k,,117775.7738,12,10.44820833,195.9870705,655.7077216,11.09971648,4,,3,2,2,64.20734066,-12,0,,satisfied,0
,Manufacturing,Payments,APAC,500,19226.63247,,48,15.38913252,,,,,,3,2,0,73.34243669,-34,0,20,bad experince,0
,Manufacturing,,LATAM,500+,60839.07549,91877.28042,12,2.913498846,131.3202798,650.0894033,8.18903975,9,20,1,2,0,83.08832616,19,1,20,pricing issue,0
C_11800,Manufacturing,E-commerce,EUrope,10k,89834.46847,89540.29592,36,41.87322272,217.5244885,656.8475005,2.16521977,8,5,1,3,0,29.08307083,,1,,pricing issue,0
,Finance,Infra,EUrope,50,49171.05043,54000.96074,36,,136.1883236,809.066834,3.061043641,,100,,1,1,23.38922136,-94,0,20%,neutral,0
,,AI,,,43380.65846,,36,14.83024817,24.72607948,572.1393802,29.7445433,2,20,3,2,,,31,2,,neutral,0
C_11803,Retail,,APAC,1k,9288.925875,90961.81776,48,10.99407508,79.22063702,578.7851255,2.524744381,4,10,1,3,1,31.51414705,4,0,,pricing issue,0
C_11804,TECH,Data,N. America,200,317843.6848,,,33.3374142,175.4021747,679.6865422,11.98860326,4,,3,1,2,75.23840758,85,1,,pricing issue,0
C_11805,,Infra,Middle East,5000,83942.06943,,,28.78494071,112.2762301,488.4981806,26.18878008,,,1,5,0,,65,0,10,neutral,0
,Finance,Cloud,Middle East,,60143.96736,108238.0451,12 months,,,552.9874679,0.360145687,6,10,2,1,1,93.06667218,-4,,10%,integration problem,0
C_11807,Energy,, europe,200,5518.32003,,24,78.37514616,55.66503718,455.9164574,15.08384746,9,5,,4,0,39.79583006,38,,0,bad experince,0
C_11808,Retail,None,N. America,10k,148717.6386,75073.72058,48,0.601631802,150.7776505,485.391922,2.493170955,8,,1,,1,9.174204746,-99,0,10,neutral,0
,TECH,E-commerce,North America,10000,769717.0431,195368.1782,36,,,506.5514971,13.667479,3,,0,2,0,52.12611475,-90,,10,,0
C_11810,,AI,EUrope,,63354.58087,,12,10.03590093,188.4497666,660.3979637,7.411482227,4,100,,4,1,,,1,5,needs training,0
C_11811,Heathcare,,APAC,,265109.2738,177208.0745,12 months,0.37571597,,646.3107211,7.204801922,8,100,,,2,15.79478263,-57,1,10%,,0
C_11812,,,Europe,,236636.6187,,36 mnth,4.135280847,97.73772155,857.7136886,18.2002238,4,50,1,6,2,29.28366137,44,1,, integration problem,0
C_11813,Manufacturing,AI,LATAM,500+,,114118.1346,36,61.43333961,52.74981652,,4.073434866,,5,2,,2,,94,1,20%,,0
C_11814,Manufacturing,Data,,,,101070.2743,,10.50592097,157.7803662,554.0812335,23.37221277,2,5,2,3,1,64.9777605,92,1,20%,neutral,0
C_11815,Heathcare,Cloud,APAC,50,14581.56535,86369.51368,,25.68582896,131.8561557,,11.71687701,,50,,5,1,22.67761082,-89,2,10%,pricing issue,0
,SaaS,E-commerce,,1000,,25411.06981,12,17.21470205,215.1438016,474.9678831,1.342448254,2,50,3,0,,43.88650357,-60,2,,,0
C_11817, tech,Data,,500,48475.92308,55486.30597,36,7.676447831,87.29265228,175.1593614,9.590369786,,,1,5,2,,18,,20%,low usage,0
,Energy,e-commerce,,5000,314054.227,53694.87516,36,,110.2102519,438.5508276,8.656913807,10,5,3,3,,44.82352581,-80,1,10,,0
,Technology,Cloud,,1k,104427.0217,145715.0613,48,3.898641722,107.319795,559.7663821,9.77311532,4,,1,4,,42.4607083,93,1,,low usage,0
C_11820,,Payments,LATAM,500+,68870.38667,125769.0864,12,23.76265458,166.8483286,741.4749937,13.5229249,3,10,1,1,,,-93,0,,low usage,0
,N/A,Infra,EUrope,10k,11521.44401,144784.7513,24,16.20047117,145.3401382,430.3998768,9.6297428,4,50,2,5,,43.58494089,-49,1,0,,0
C_11822,SaaS,,,1000,76752.8991,119061.3264,12,,,903.3028527,,8,100,1,5,0,50.25853604,,1,20,pricing issue,0
,saas,AI,LATAM,,78393.03586,,12,1.581364105,42.73235943,364.9228705,6.868940013,7,20,,4,0,,68,0,10,needs training,1
,Energy,None,EUrope,200,274933.9486,,36,176.5974036,,533.7409271,6.966779512,6,10,2,5,1,17.8777498,64,1,0,needs training,0
C_11825,Retail,Data,Europe,500,,67318.70311,,,102.9456782,530.9843548,6.690391133,10,20,0,6,0,46.66966055,77,4,,,0
C_11826,Technology,Data,LATAM,,60482.29519,65215.69887,12 months,75.75815478,153.834247,630.1162245,3.762629535,,,,,0,23.89341832,87,1,10%,executive sponsor left,0
, retail ,Payments,North America,10000,142423.6433,55066.43869,12,10.94363145,83.62239317,521.3383679,21.86296845,,10,,,1,14.65777557,-83,2,0,executive sponsor left,0
C_11828,,,N. America,500,124407.1021,134421.4875,12 months,,206.268925,,9.688798784,3,,0,6,2,21.0252179,65,1,0,,0
,SaaS,E-commerce,North America,50,870284.6117,114740.5919,,129.7251555,142.8151765,506.1641929,1.812906104,,100,2,3,0,,6,3,20%,,0
,Retail,None,APAC,50,62206.88041,,48,,155.8714019,569.4378193,2.052685839,8,20,3,3,0,,,1,10%,pricing issue,0
C_11831,Technology,Payments,,50,88877.34743,9991.316589,36 mnth,22.49791515,44.17445379,,26.37359262,,10,2,,0,73.60313265,98,,,executive sponsor left,0
C_11832,TECH,Cloud,N. America,200,142009.1461,73600.91075,,,101.1213957,1017.028315,3.64244927,7,100,,5,2,,-17,1,20%,,0
C_11833,Healthcare,Payments,,500+,27953.34822,80579.06421,36 mnth,30.07135127,133.0382692,152.3200145,0.062106504,6,50,0,4,1,,-3,2,20%,needs training,0
C_11834,Retail,,Europe,1k,14902.87148,114948.4998,,29.30978734,,794.3669386,,7,100,,3,0,70.74657821,91,2,10,needs training,0
C_11835,Energy,,LATAM,1000,70588.4862,,48,6.127288185,81.60673454,793.1207115,21.4382365,2,100,,9,0,49.8692863,-13,0,,,0
,Finanace,Payments,N. America,5000,,134707.971,,8.231759436,126.0212636,,64.939768,5,5,,0,,,32,,15,,0
C_11837,Manufacturing,,N. America,10000,74128.82764,93512.71146,36 mnth,,66.11841946,353.6105979,2.220738881,9,20,1,4,,59.83228516,73,3,,needs training,0
C_11838,Energy,AI,North America,,215319.5793,82859.6211,48,31.73562421,152.7091656,899.7812208,17.60905418,5,,,4,,58.93139012,42,2,5,,0
,Heathcare,Data,N. America,5000,156157.7379,72127.63103,36 mnth,29.67516526,,519.4965503,4.909501302,,5,2,2,,63.6361924,-89,2,,integration problem,0
C_11840,Technology,AI,North America,5000,241362.2847,100070.807,,,225.2525378,594.3803496,8.166691918,8,5,,,2,93.85613303,-91,1,20,,0
C_11841,Finanace,Infra,N. America,50,17451.03384,110933.1477,12,3.926517292,,674.9605588,0.071672193,2,20,,7,2,90.74780132,-92,2,10,,0
C_11842,Manufacturing,Cloud,Europe,10000,110129.0661,49793.82854,48,33.2858593,70.66811543,562.9681453,12.87570103,,50,0,3,1,61.66063526,33,1,,,0
,Energy,Cloud,Middle East,200,22753.45684,20390.58925,24,,121.2523957,353.7875151,10.56100902,8,,0,6,,12.38758075,40,4,5,pricing issue,0
C_11844,finanace,Data,N/A,500,157806.3486,96600.4593,,54.37412463,163.1179086,,1.775777997,5,10,1,3,0,22.2530437,69,,20,integration problem,0
,Healthcare,,N. America,,114755.4017,,36 mnth,,177.173152,590.127371,2.318968598,7,10,,6,3,21.90933594,,,,low usage,0
C_11846,Technology,,,500,75448.60166,50356.90826,12 months,3.803092217,82.01677463,487.3534641,11.92885149,7,,1,1,,0.157244143,48,2,,bad experince,0
C_11847,TECH,,North America,,537872.4741,,12 months,,135.739945,647.2561083,,6,,3,1,,38.70632066,98,,,,0
,Finance,Payments,LATAM,500,69560.09584,113507.6367,36,1.626721652,,677.0700815,7.561342374,,,1,,2,51.34616757,,0,20%,integration problem,0
C_11849, saas,Infra,EUrope,1k,52311.81148,81974.65628,,13.02821182,,522.959083,18.19604998,7,100,4,4,0,38.1035611,-70,3,,pricing issue,0
C_11850,Healthcare,Cloud,Middle East,5000,,,48,,,876.3041072,7.156574979,6,10,,5,,,83,3,10,,0
,Heathcare,Data,EUrope,200,11639.60083,136022.6383,12,10.16567435,,433.840994,5.190048307,8,10,0,1,,,34,0,20,low usage,0
C_11852,SaaS,Data,N. America,1000,91226.81476,85986.99254,36,74.60617586,170.6284798,172.7904696,22.78203625,6,,1,2,0,43.83012732,-13,2,10%,needs training,0
,TECH,,,,3731.886543,71206.34779,12,14.9013842,,780.0456933,1.143428617,6,100,4,4,0,,-58,0,,bad experince,0
C_11854,Healthcare,,EUrope,5000,256734.8909,119589.5265,,50.75344712,74.61297024,372.9634393,,7,,0,4,,16.18274582,-24,0,10%,satisfied,0
C_11855,Manufacturing, cloud ,EUrope,,170160.5782,35324.33049,,0.366034911,108.7091418,608.1840361,13.8708548,3,5,1,3,0,23.65617493,96,0,15,pricing issue,0
C_11856,Finanace,,latam,1k,,126037.5168,,20.60344455,91.05299335,438.3346082,25.89645482,6,,1,2,0,28.69657411,,,,neutral,0
C_11857,Technology,E-commerce,N. America,500,682203.5539,150146.6333,36,,199.8457322,541.4059662,2.375254365,4,10,2,5,0,,,1,10%,needs training,0
C_11858,,E-commerce,,500+,465956.002,,,25.18270436,155.9862844,625.1773515,10.3070283,5,50,4,6,0,57.00041185,,0,15,renewal likely,0
,,AI,LATAM,200,,210139.6495,36 mnth,39.95820536,29.59517975,,6.606682765,10,50,2,4,0,39.98351721,,0,20,,0
,Energy,AI,Europe,5000,38386.31591,120930.3092,,,,398.1455176,11.1687702,7,,3,,,,7,3,,integration problem,0
,Heathcare,,North America,200,714076.2035,79182.17154,12 months,22.36884129,184.5366487,442.6101364,4.874428529,6,100,3,,2,,-69,,10,,0
C_11862,,Payments, latam ,50,828584.3857,,36,9.936516279,151.4483758,528.6815134,3.261450908,15,5,3,4,,,77,1,0, pricing issue,0
,Retail,,Europe,200,57232.49255,,36 mnth,1.483836191,103.7093017,520.72531,7.495712687,9,,,5,1,,,,20%,renewal likely,0
C_11864,Heathcare,Payments,Middle East,,278483.8378,173141.1138,48,101.0655569,94.25711772,525.9675959,9.109636376,4,,1,3,0,57.2184012,96,0,,executive sponsor left,0
C_11865,Energy,AI,Europe,50,40214.30139,,12,4.878471284,,531.5091491,10.85562812,3,100,2,6,1,11.31694305,,3,10,,0
C_11866,Manufacturing,Data,N. America,10k,5136.888642,,12,34.317109,136.0459246,720.9038832,5.918086075,7,20,0,2,1,22.91554103,-44,1,0,executive sponsor left,0
C_11867,Energy,AI,EUrope,5000,81980.74428,62596.75824,48,78.2251049,112.768155,509.1565783,8.497512425,11,100,2,5,1,,18,3,15,low usage,0
C_11868,Technology,,North America,,571170.4514,66478.64152,48,3.867736562,133.9555753,562.5927849,1.833214307,7,5,0,5,0,,-100,1,10%,needs training,0
C_11869,Finanace,AI,LATAM,500,10990.48806,,24,,192.3201196,544.3397149,0.474685102,4,,1,6,,48.00577046,8,,10,renewal likely,0
C_11870,Manufacturing,Payments,,1000,140879.8963,76881.26174,,38.43253432,116.5236,454.1958174,32.92119335,4,5,2,8,0,,50,2,5,low usage,0
C_11871,,,N. America,500+,988744.806,127376.6815,12,,147.3289832,717.2788761,32.51694762,8,,0,2,,49.26847356,-93,0,10,,0
,Finanace,Payments,N. America,10000,32976.54129,58389.44255,12 months,20.6263199,120.8168008,876.649338,0.223596566,7,,2,4,1,67.84777303,63,,,,0
,Manufacturing,Cybersecurity,LATAM,10k,122146.5248,165513.3215,12 months,9.627603095,154.0000536,690.9680393,19.22613509,6,5,2,,,58.92822269,76,,0,neutral,0
C_11874,Energy,E-commerce,EUrope,,3539.477758,84322.41471,,39.9889176,324.4282283,494.1983362,11.31727521,7,10,1,6,2,37.6950626,97,3,,integration problem,0
C_11875,Heathcare,,LATAM,5000,,,,35.37894891,,597.0019727,22.4384746,4,,3,,,53.04731391,16,3,10%,pricing issue,0
C_11876,Energy,Payments,APAC,,263228.9261,,24,7.135523578,,330.2329569,3.640014585,6,5,1,2,0,69.2207351,73,0,0,pricing issue,0
C_11877,Finance,Cloud,Middle East,200,22318.83368,50399.90626,,8.271450785,83.09299628,335.4106666,27.39268762,3,100,,2,0,37.90114607,46,1,10,,0
C_11878,,Cloud,LATAM,1000,,94417.931,,33.08740161,113.4735175,439.3031383,16.95476904,,50,2,4,0,,1,0,0,,0
C_11879,Technology,,,200,278341.3866,85481.79095,36,14.65414358,100.2088206,359.8293947,2.243217958,2,20,1,2,1,13.78972525,71,0,,needs training,0
C_11880,Energy,None,N. America,1k,84170.27292,,48,30.06975057,101.4056213,496.0547624,3.44942614,9,,2,2,1,57.41920631,-73,2,,integration problem,0
C_11881,Manufacturing,Data,APAC,,4788025.109,75701.38901,12 months,,,721.2897166,9.211922738,,20,2,3,0,31.02062546,-79,3,,,0
,Finanace,Data,Europe,,143232.4068,,12,46.04915616,178.2279625,511.6724063,19.32865656,6,20,1,7,1,,-92,1,0,integration problem,0
C_11883,Finance,,EUrope,,7587.880804,145016.2721,36,18.13766931,102.0497176,719.1906445,3.967895679,,,1,6,,16.03696168,-39,1,,pricing issue,0
C_11884,Technology,Payments,North America,,10267.39524,70545.85032,36,26.89110947,163.4916683,213.5629522,17.93541289,2,20,1,6,1,,90,3,10,,0
C_11885,,Cloud,LATAM,500,519788.0544,59064.03228,36,,175.5888069,560.0722317,69.15710529,11,5,,3,1,,47,3,,neutral,0
C_11886,Healthcare,Data,North America,,81209.162,,12,14.97266763,,730.3889274,10.21528903,7,50,1,2,1,69.18473317,75,0,10,,0
C_11887,Energy,AI,EUrope,,9056.23585,41755.87107,48,,131.7408723,323.1681699,8.295536714,5,20,2,7,0,,2,,0,,0
,Finance, cloud,europe,500+,3644.906544,73896.92216,48,,116.2090166,398.7444569,4.757859495,5,,1,2,2,49.0934699,80,1,,renewal likely,0
C_11889, technology,Infra,,,145432.1833,,36,48.55230638,96.00197537,544.9036675,3.654504892,8,5,,1,0,,-21,,0,,0
,Technology,Cybersecurity,North America,5000,779438.9037,114652.0242,,14.20174404,166.7641155,463.143064,1.092371185,5,10,0,4,0,59.87738366,,0,10,neutral,0
,Retail,,N. America,10k,35563.17254,84565.69567,,53.15260178,123.2397622,774.8604566,,10,,2,4,1,3.441615641,67,1,10,executive sponsor left,0
,SaaS,Payments,APAC,,425044.0901,77253.13098,12,,,235.7526182,8.022201656,,50,1,6,0,72.41117308,6,2,0,bad experince,0
,Finance,,n. america,,4143.651792,,48,43.4960767,,705.3562008,26.10220284,5,,,4,2,90.23459962,83,1,,bad experince,0
C_11894,Technology,Payments,LATAM,500+,43889.36523,70439.90736,36 mnth,34.33095583,168.6905566,673.1059417,8.948781245,4,20,,4,,25.82791395,-96,2,20,neutral,0
,Manufacturing,Cybersecurity,N. America,50,186657.8744,110597.9937,,98.95138819,,249.8507983,9.249110742,6,20,2,2,0,14.25865651,79,4,20,,0
C_11896,Retail,Payments,LATAM,10000,133906.0536,67847.61656,48,0.394556302,154.4215762,579.7101653,10.4520002,6,50,,4,0,5.401577068,16,0,,,0
,,Infra,EUrope,200,18077.77957,101262.5496,48,,,493.351978,22.47075706,,20,1,1,0,,76,1,,,0
C_11898,,None,APAC,,581061.5431,54269.71157,,3.681364597,29.33717007,,18.01133043,,,1,3,3,93.77178366,29,0,20,satisfied,0
C_11899,Manufacturing,,EUrope,500,,74505.3331,,7.544182328,99.72430916,611.4630546,4.425126298,,5,0,4,,,-95,2,5,executive sponsor left,0
,Energy,Infra,,5000,2098884.137,,36 mnth,1.433047046,198.6587926,,20.52671245,9,100,1,2,0,,75,1,5,,0
C_11901,SaaS,AI,EUrope,10k,226136.3808,108630.0001,12,0.125604537,,532.2730294,4.598335473,6,50,2,4,1,,-3,3,,satisfied,0
,Finance,Cybersecurity,Middle East,,59510.68267,111048.2379,12,,95.86387472,395.5439868,7.618368012,2,,1,7,1,98.85069989,63,4,20%,,0
C_11903,Energy,Cybersecurity,LATAM,500,56588.54993,158641.7468,24,10.01219217,129.3418126,375.9265988,3.261156033,6,20,,3,1,24.52479796,34,1,20,,0
C_11904,TECH,Cloud,LATAM,1000,,85542.62253,,62.00840007,151.2092231,348.3456184,,5,5,4,3,0,96.93044906,-68,1,,,0
C_11905,TECH,,APAC,50,,29089.6274,36 mnth,16.08254941,157.4181485,490.9208506,10.14560002,3,10,5,2,,59.6235431,-54,1,15,renewal likely,0
C_11906,Finance,None,Europe,,925464.8709,158919.3268,12,44.1011788,111.5916963,,11.15779022,,10,,4,0,21.85145797,99,2,10%,bad experince,0
,Finanace,Cybersecurity,N. America,1000,22163.85959,65920.19612,12 months,3.634979291,,485.693373,3.493613744,7,,1,5,0,14.47255412,-26,1,,renewal likely,0
C_11908,,Cybersecurity,,1k,966163.0718,123695.8935,12 months,13.53543458,122.6792308,731.9608831,2.011332696,2,,2,1,2,64.40759059,15,0,20%,satisfied,0
C_11909,Retail,,Middle East,500,,97857.3853,36 mnth,15.20598037,91.58780958,536.8419747,2.411407425,9,50,2,5,,19.78620731,19,1,0,,0
C_11910,Healthcare,Data,APAC,10k,6129.012671,34833.70309,36 mnth,,84.8783143,470.4389753,2.40276495,7,,3,3,0,20.25977999,17,2,,executive sponsor left,0
,Technology,,Middle East,500+,194456.2806,,12 months,89.42297593,122.1230607,39.50115632,23.77077514,4,100,1,0,1,23.0845279,26,1,15,neutral,0
C_11912,Healthcare,Infra,LATAM,5000,58080.16739,50310.83811,48,26.5697159,132.1722607,421.4234864,5.341786451,3,10,1,,,,68,1,10,,0
, tech,Data,North America,10000,,52812.69869,36,,193.0766492,485.9897329,3.127575043,7,50,3,1,1,,,2,10%,,0
C_11914,TECH,Cloud,APAC,500+,8291.417391,109398.9767,,25.67508565,152.6632927,292.3473658,10.67028116,8,,3,0,0,11.12662933,-40,0,,executive sponsor left,0
C_11915,Finanace,Payments,Middle East,1000,140088.5721,,,49.32670099,85.5747529,529.028755,10.18508178,6,,1,2,1,57.8218475,-17,0,10%,executive sponsor left,0
C_11916,Healthcare,Payments,N. America,200,123608.6474,72418.71223,36,12.81941337,235.9623165,403.8249432,12.85158132,,20,1,5,3,,-33,1,,,0
C_11917,Healthcare,,APAC,10k,18723.42581,34872.09604,,12.76829934,151.2234234,411.6798875,10.33453595,5,5,3,3,1,40.21050564,3,,15,,0
C_11918,Retail,Cloud,Middle East,50,77509.48271,155906.3561,,1.450889088,37.66311848,608.5356398,,,10,0,3,0,9.371092063,57,2,10%,,0
C_11919,Finanace,Infra,APAC,50,173924.6707,99471.59094,,8.481284582,84.36941728,671.2325709,23.83007601,,,1,1,0,87.75592076,69,1,5,renewal likely,0
C_11920,Finanace,,LATAM,10k,,95293.8002,,74.27959851,141.4764103,306.2153748,17.05127747,9,5,0,5,0,42.66434792,45,,5,,0
C_11921,Finance,,APAC,10k,61816.80069,116247.5977,48,26.37547979,,564.4192387,7.983816009,3,,,,0,71.93285242,-94,,5,,0
C_11922,Energy, ai ,APAC,500,386576.8009,29554.85129,,,58.30131296,446.2873409,2.455794259,3,5,0,3,1,,98,2,0,needs training,0
C_11923,finanace,Data,Europe,5000,51601.5057,21092.17173,,10.38404919,31.36718698,625.9208001,26.15337444,11,,0,0,0,20.34830549,-88,0,,neutral,1
C_11924,Finanace,Infra,n. america,5000,342222.7568,74568.99538,12,,,298.1211263,13.06767413,5,10,,3,2,103.7831016,19,1,,,0
C_11925,Manufacturing,None,EUrope,10000,44079.75633,94676.49864,12 months,60.31226462,179.3221038,,6.720057863,7,10,0,,1,,-62,0,10,integration problem,0
C_11926,SaaS,Cloud,,50,6253.97406,,36,,157.9335213,515.5146106,4.445504115,6,10,2,4,0,21.42699455,25,3,0,renewal likely,0
C_11927,SaaS,Cloud,Middle East,500+,26040.87714,-2266.705638,,3.313513042,194.7597127,650.1411626,20.43080196,4,10,,,0,43.00285061,68,,20,,0
,Heathcare,None,LATAM,5000,31074.39289,87197.68043,,,58.01754043,480.4072449,10.38048735,5,50,1,7,0,80.16741204,39,2,,satisfied,0
C_11929,Healthcare,Infra,APAC,500,14931.16059,115953.8934,12,15.15864769,82.5312153,698.4927883,1.010839548,5,10,2,6,0,,38,0,,needs training,0
C_11930,,E-commerce,Europe,1k,14171.67592,27430.6571,48,17.47641484,,462.6459826,3.15840438,7,100,4,2,0,,-33,4,,bad experince,0
C_11931,Healthcare,Data,APAC,200,7027.984238,,24,16.15405028,47.32895574,,42.02107216,11,5,0,2,1,69.80895416,-95,2,10%,pricing issue,0
C_11932,,Payments,EUrope,5000,,,48,0.645053469,101.2274325,605.0175793,22.33015297,6,,2,2,,101.6809026,62,2,10%,executive sponsor left,0
,Finance,,LATAM,10000,658458.7971,103355.7759,48,6.266117818,,598.1804426,23.07837094,6,50,1,,0,42.67461212,-43,0,15,,0
C_11934,Finance,Data,LATAM,10k,22904.28953,132061.2353,48,15.07481848,137.8225728,417.1908802,8.248420255,8,,2,3,1,34.5138742,24,1,20%,needs training,0
C_11935,,Cloud,APAC,10k,32796.85506,46883.09306,12 months,6.465715948,74.05467564,278.53776,0.461870224,,20,1,,,121.323703,-57,0,20%,,0
C_11936,,Cybersecurity,North America,5000,134823.4228,43122.3679,12 months,6.548951236,185.8448335,407.6593289,16.51899395,6,5,2,3,,,-3,0,,satisfied,0
C_11937,SaaS,Infra,,200,41320.0636,92966.68358,48,21.93577208,,582.7182012,8.423100458,5,10,0,5,0,41.15742834,-53,0,10%,N/A,0
,Retail,Cybersecurity,EUrope,10000,636952.9754,174009.3985,,16.16719687,,465.3235107,5.335051516,9,50,0,,0,,-77,3,10%,executive sponsor left,0
C_11939,SaaS,Cybersecurity,LATAM,500+,25402.66812,10142.87333,12,17.27244777,89.6154925,,2.861178317,12,5,2,4,1,36.04171977,,2,10%,satisfied,0
C_11940,Energy,AI,North America,10k,51414.78626,93686.09668,,,71.7289192,700.0777441,,8,,3,6,0,57.52230644,,1,20%,pricing issue,0
C_11941,Finance,,N. America,500+,16995.40524,48713.21366,12,26.75617644,150.8320371,127.5098862,8.663548138,3,20,1,3,1,52.61162805,-3,1,,,0
C_11942,Energy,,Middle East,5000,86864.72083,119779.7396,,28.9718984,132.0858212,582.8938629,11.04393277,7,,1,5,,11.49423886,-71,0,,,0
C_11943,SaaS,N/A,N/A,500+,27057.21271,-510.1801305,36 mnth,,140.2749824,535.5778515,7.499916527,,,3,5,1,36.01146168,-82,1,10,,0
