,Industry,Sub Industry,Region,Company size,Annual revenue(USD),Contract value(USD),Contract length(m),Product usage hours(3m),Product usage hours(12m),Login frequency(30d),Active users,Licensed users,Analyst calls(6m),Support tickets(6m),Support escalations(6m),Avg resolution time(hrs),Nps score,Survey response count(12m),Discount,Account notes,Churn flag,Tenure(d),missing_discount,missing_licensed_users,missing_avg_resolution,missing_contract,missing_tenure,missing_support_esc,missing_analyst_calls,missing_product_usage(3m),missing_product_usage(12m),missing_nps_score,missing_contract_length,Utilization ratio,Utilization Bin,Resolution_Time_Bucket,NPS_Category,tenure_bucket
1587,Healthcare,Cybersecurity,Europe,10000,91563.01,66330.45,48,220.73,736.2,7.94,2,50,,3,3.0,42.62,76,4,0.15,,0.0,941,0,0,0,0,0,0,1,0,0,0,0,0.04,"(0.0, 0.2]",24-48h,Promoter (51 to 100),2-3 years
1588,Technology,Cybersecurity,Middle East,,47871.98,53570.58,48,120.14,621.96,11.2,5,5,1.0,5,0.0,,-27,1,,satisfied,0.0,,1,0,1,0,1,0,0,0,0,0,0,1.0,"(0.8, 1.0]",,Detractor (-100 to 0),
1589,Healthcare,,Middle East,10000,415738.85,69482.04,12,212.05,482.47,2.21,4,,2.0,2,,,81,2,,executive sponsor left,0.0,,1,1,1,0,1,1,0,0,0,0,0,,,,Promoter (51 to 100),
1590,Energy,Payments,,500,,89279.71,12,117.24,554.61,10.03,2,100,1.0,5,2.0,57.86,,4,0.15,satisfied,0.0,484,0,0,0,0,0,0,0,0,0,1,0,0.02,"(0.0, 0.2]",48h+,,12-18 months
1591,,Payments,Latam,,5311.83,62852.95,36,102.77,278.69,3.56,5,,2.0,5,0.0,14.97,13,1,0.1,executive sponsor left,0.0,1048,0,1,0,0,0,0,0,0,0,0,0,,,12-24h,Passive (1 to 50),2-3 years
1592,Finance,Data,Apac,500,73564.79,-22972.65,,118.66,944.24,20.95,5,100,2.0,3,0.0,54.88,38,1,,executive sponsor left,0.0,1536,1,0,0,0,0,0,0,0,0,0,1,0.05,"(0.0, 0.2]",48h+,Passive (1 to 50),3-5 years
1593,Manufacturing,Infra,Europe,500,25212.1,78949.78,24,79.25,971.48,5.41,3,,1.0,5,,96.45,26,1,,low usage,0.0,,1,1,0,0,1,1,0,0,0,0,0,,,48h+,Passive (1 to 50),
1594,Technology,AI,Europe,,402334.64,97072.3,36,189.15,453.78,1.64,3,100,1.0,3,,15.47,-77,1,0.05,executive sponsor left,0.0,,0,0,0,0,1,1,0,0,0,0,0,0.03,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),
1595,Technology,Payments,Apac,500,46417.64,95996.7,48,238.52,395.65,2.17,8,,,2,1.0,10.49,52,1,0.05,satisfied,0.0,2610,0,1,0,0,0,0,1,0,0,0,0,,,6-12h,Promoter (51 to 100),5-10 years
1596,Manufacturing,,Latam,200,19970.16,104919.24,24,,416.82,4.07,9,100,1.0,1,,53.53,85,0,0.05,neutral,0.0,58,0,0,0,0,0,1,0,1,0,0,0,0.09,"(0.0, 0.2]",48h+,Promoter (51 to 100),0-3 months
1597,Technology,Infra,Latam,10000,16921.25,66222.33,,106.71,,22.18,5,20,0.0,0,0.0,41.56,-15,0,,renewal likely,0.0,644,1,0,0,0,0,0,0,0,1,0,1,0.25,"(0.2, 0.4]",24-48h,Detractor (-100 to 0),18-24 months
1598,Healthcare,,Latam,500,66898.65,97248.22,48,,334.12,3.49,5,20,2.0,,0.0,60.15,-10,0,,renewal likely,0.0,199,1,0,0,0,0,0,0,1,0,0,0,0.25,"(0.2, 0.4]",48h+,Detractor (-100 to 0),6-12 months
1599,Manufacturing,,Apac,,10041.93,97140.1,36,96.42,507.05,0.61,6,,,2,1.0,45.1,25,2,,bad experince,0.0,1311,1,1,0,0,0,0,1,0,0,0,0,,,24-48h,Passive (1 to 50),3-5 years
1600,Healthcare,E-commerce,Apac,500,14800.12,,,128.47,782.67,15.29,,5,1.0,5,,32.49,59,3,0.1,bad experince,0.0,154,0,0,0,1,0,1,0,0,0,0,1,,,24-48h,Promoter (51 to 100),3-6 months
1601,Healthcare,Infra,Europe,50,636617.36,5474.8,36,67.72,788.46,0.4,6,,1.0,,,,52,1,,needs training,0.0,,1,1,1,0,1,1,0,0,0,0,0,,,,Promoter (51 to 100),
1602,Technology,,Europe,10000,181281.96,,12,196.05,293.02,10.53,3,100,0.0,3,1.0,3.45,31,0,0.1,,0.0,2551,0,0,0,1,0,0,0,0,0,0,0,0.03,"(0.0, 0.2]",<6h,Passive (1 to 50),5-10 years
1603,Technology,E-commerce,North America,200,,94878.52,12,216.51,615.22,0.71,2,,,1,4.0,,-96,,,,0.0,1732,1,1,1,0,0,0,1,0,0,0,0,,,,Detractor (-100 to 0),3-5 years
1604,Technology,AI,Middle East,1000,,129196.09,,87.79,328.28,15.13,7,20,1.0,2,,24.63,60,1,,satisfied,0.0,1229,1,0,0,0,0,1,0,0,0,0,1,0.35,"(0.2, 0.4]",24-48h,Promoter (51 to 100),3-5 years
1605,Manufacturing,,Europe,50,23968.79,94176.81,48,101.37,86.52,7.76,,100,0.0,4,1.0,65.56,-41,1,0.2,renewal likely,0.0,101,0,0,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),3-6 months
1606,Manufacturing,Payments,Europe,500,47440.48,122547.25,12,102.67,256.94,0.55,5,50,0.0,,1.0,,-28,,0.0,neutral,0.0,14,0,0,1,0,0,0,0,0,0,0,0,0.1,"(0.0, 0.2]",,Detractor (-100 to 0),0-3 months
1607,Retail,AI,,,90941.11,39672.92,12,138.96,,4.7,15,5,3.0,6,0.0,86.78,,1,0.2,,0.0,,0,0,0,0,1,0,0,0,1,1,0,3.0,,48h+,,
1608,Technology,Data,Latam,50,483214.76,127139.6,12,113.0,748.33,6.02,5,20,0.0,4,0.0,68.72,,1,0.2,satisfied,0.0,786,0,0,0,0,0,0,0,0,0,1,0,0.25,"(0.2, 0.4]",48h+,,2-3 years
1609,,,,500,609194.93,67727.31,,59.46,204.45,0.36,7,10,2.0,4,,83.73,-42,1,0.1,,0.0,1829,0,0,0,0,0,1,0,0,0,0,1,0.7,"(0.6, 0.8]",48h+,Detractor (-100 to 0),5-10 years
1610,Healthcare,Infra,Europe,200,291776.8,30582.75,48,104.88,476.31,0.4,8,5,3.0,3,,13.98,-15,0,0.1,bad experince,0.0,,0,0,0,0,1,1,0,0,0,0,0,1.6,,12-24h,Detractor (-100 to 0),
1611,Finance,E-commerce,North America,500,,79768.78,36,96.63,905.33,4.41,7,5,1.0,4,,77.08,-27,4,0.1,,0.0,1510,0,0,0,0,0,1,0,0,0,0,0,1.4,,48h+,Detractor (-100 to 0),3-5 years
1612,Technology,E-commerce,North America,5000,23512.2,22916.8,36,81.15,,24.2,4,,3.0,,0.0,1.35,-2,2,0.05,neutral,0.0,798,0,1,0,0,0,0,0,0,1,0,0,,,<6h,Detractor (-100 to 0),2-3 years
1613,Finance,Payments,Latam,500,70051.85,79462.02,,,777.8,10.59,10,50,3.0,5,1.0,89.63,65,0,,,0.0,,1,0,0,0,1,0,0,1,0,0,1,0.2,"(0.0, 0.2]",48h+,Promoter (51 to 100),
1614,Technology,Cybersecurity,Europe,,6327.63,73868.9,24,,461.41,4.93,13,50,,2,0.0,4.87,-65,1,0.1,neutral,0.0,,0,0,0,0,1,0,1,1,0,0,0,0.26,"(0.2, 0.4]",<6h,Detractor (-100 to 0),
1615,Technology,AI,North America,,123660.55,88322.99,12,131.4,191.08,14.74,6,5,,6,1.0,,-50,2,0.1,low usage,0.0,347,0,0,1,0,0,0,1,0,0,0,0,1.2,,,Detractor (-100 to 0),6-12 months
1616,Technology,Cloud,,200,103116.89,37965.32,36,208.5,640.91,20.52,7,100,2.0,5,0.0,53.82,-99,4,,neutral,0.0,2417,1,0,0,0,0,0,0,0,0,0,0,0.07,"(0.0, 0.2]",48h+,Detractor (-100 to 0),5-10 years
1617,Technology,AI,,50,2003645.55,33788.71,12,123.75,557.77,1.7,5,,1.0,1,0.0,,69,2,,integration problem,0.0,99,1,1,1,0,0,0,0,0,0,0,0,,,,Promoter (51 to 100),3-6 months
1618,Retail,Infra,Middle East,5000,102923.66,110734.86,12,132.65,253.96,4.39,2,,2.0,,,26.04,86,0,,integration problem,0.0,245,1,1,0,0,0,1,0,0,0,0,0,,,24-48h,Promoter (51 to 100),6-12 months
1619,Saas,,Europe,50,33911.18,156812.05,48,131.0,670.29,0.05,7,,0.0,3,0.0,6.83,-22,1,0.2,renewal likely,0.0,590,0,1,0,0,0,0,0,0,0,0,0,,,6-12h,Detractor (-100 to 0),18-24 months
1620,Manufacturing,Infra,North America,200,90750.32,38515.43,24,176.27,665.38,3.44,,20,0.0,4,1.0,47.07,-85,0,0.2,needs training,0.0,3889,0,0,0,0,0,0,0,0,0,0,0,,,24-48h,Detractor (-100 to 0),10+ years
1621,Finance,Data,Apac,500,24369.4,87343.51,,,,16.24,,5,4.0,2,,36.84,86,0,0.15,,0.0,732,0,0,0,0,0,1,0,1,1,0,1,,,24-48h,Promoter (51 to 100),2-3 years
1622,,Cloud,Europe,1000,53645.42,80447.08,36,130.16,725.76,13.45,1,100,2.0,7,,,-8,0,,,0.0,,1,0,1,0,1,1,0,0,0,0,0,0.01,"(0.0, 0.2]",,Detractor (-100 to 0),
1623,Manufacturing,Infra,Latam,5000,11708.19,,48,155.68,,1.26,3,,,4,,135.36,24,,0.2,,0.0,35,0,1,0,1,0,1,1,0,1,0,0,,,,Passive (1 to 50),0-3 months
1624,Finance,,,5000,94722.45,137906.35,24,142.59,521.92,8.58,11,10,,6,0.0,44.84,,,0.1,bad experince,0.0,524,0,0,0,0,0,0,1,0,0,1,0,1.1,,24-48h,,12-18 months
1625,Saas,,Middle East,1000,14445.86,40090.26,24,136.91,318.34,3.43,6,,2.0,5,1.0,53.56,48,1,,,0.0,3,1,1,0,0,0,0,0,0,0,0,0,,,48h+,Passive (1 to 50),0-3 months
1626,,,,10000,147378.96,,48,14.6,624.61,9.42,8,,2.0,8,1.0,33.82,-16,3,,,0.0,,1,1,0,1,1,0,0,0,0,0,0,,,24-48h,Detractor (-100 to 0),
1627,Finance,Cloud,North America,200,1742662.64,123498.59,12,156.04,590.47,,6,100,1.0,4,0.0,37.7,68,1,0.1,renewal likely,0.0,355,0,0,0,0,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",24-48h,Promoter (51 to 100),6-12 months
1628,Finance,,Latam,,25720.37,,36,,873.8,9.24,7,10,1.0,5,1.0,,78,1,, integration problem,0.0,649,1,0,1,1,0,0,0,1,0,0,0,0.7,"(0.6, 0.8]",,Promoter (51 to 100),18-24 months
1629,,,North America,,109893.73,147942.65,12,144.43,377.21,12.5,9,,3.0,2,,21.89,22,0,0.15,integration problem,0.0,,0,1,0,0,1,1,0,0,0,0,0,,,12-24h,Passive (1 to 50),
1630,Finance,Infra,,1000,175631.88,166129.83,24,65.55,403.66,0.8,7,50,2.0,4,3.0,53.94,94,3,0.0, integration problem,0.0,,0,0,0,0,1,0,0,0,0,0,0,0.14,"(0.0, 0.2]",48h+,Promoter (51 to 100),
1631,,AI,Latam,10000,147691.59,-12784.48,24,200.74,476.23,0.15,1,10,1.0,6,0.0,38.14,11,0,0.1,satisfied,0.0,1836,0,0,0,0,0,0,0,0,0,0,0,0.1,"(0.0, 0.2]",24-48h,Passive (1 to 50),5-10 years
1632,Healthcare,Cybersecurity,Apac,,154621.14,,48,61.38,290.81,3.56,,10,,2,0.0,,64,0,,,0.0,,1,0,1,1,1,0,1,0,0,0,0,,,,Promoter (51 to 100),
1633,Healthcare,Cybersecurity,Middle East,5000,3278.78,84010.43,12,,469.52,6.15,2,,4.0,6,1.0,71.54,41,,,renewal likely,0.0,1781,1,1,0,0,0,0,0,1,0,0,0,,,48h+,Passive (1 to 50),3-5 years
1634,Manufacturing,Cloud,,1000,38329.61,,12,,490.79,3.0,,100,,,,14.23,94,0,,,0.0,,1,0,0,1,1,1,1,1,0,0,0,,,12-24h,Promoter (51 to 100),
1635,Technology,Payments,Apac,500,4822.2,60624.5,,106.88,335.49,31.53,5,,0.0,4,1.0,62.47,-32,0,0.2,pricing issue,0.0,784,0,1,0,0,0,0,0,0,0,0,1,,,48h+,Detractor (-100 to 0),2-3 years
1636,Manufacturing,Cybersecurity,Europe,500,5756.89,,12,,380.7,2.82,7,10,2.0,,1.0,37.75,-31,0,0.2,integration problem,0.0,326,0,0,0,1,0,0,0,1,0,0,0,0.7,"(0.6, 0.8]",24-48h,Detractor (-100 to 0),6-12 months
1637,Technology,,Europe,500,505117.67,9114.79,36,114.38,350.06,19.73,5,5,4.0,1,,47.66,,2,0.15,,0.0,,0,0,0,0,1,1,0,0,0,1,0,1.0,"(0.8, 1.0]",24-48h,,
1638,,,Europe,10000,,67444.19,12,90.83,,5.41,2,,3.0,,,31.1,-61,3,0.1,satisfied,0.0,465,0,1,0,0,0,1,0,0,1,0,0,,,24-48h,Detractor (-100 to 0),12-18 months
1639,Technology,,,1000,482038.14,46972.79,24,186.0,501.33,8.08,9,100,0.0,10,0.0,,64,5,,pricing issue,0.0,3814,1,0,1,0,0,0,0,0,0,0,0,0.09,"(0.0, 0.2]",,Promoter (51 to 100),10+ years
1640,Finance,Cybersecurity,Europe,500,104028.53,111272.29,36,145.77,482.58,26.05,5,10,,3,,11.72,,0,0.1,bad experince,0.0,428,0,0,0,0,0,1,1,0,0,1,0,0.5,"(0.4, 0.6]",6-12h,,12-18 months
1641,Healthcare,,Europe,10000,,,36,99.6,,5.87,6,5,3.0,8,1.0,,62,0,0.0,bad experince,0.0,,0,0,1,1,1,0,0,0,1,0,0,1.2,,,Promoter (51 to 100),
1642,Healthcare,Cloud,Apac,5000,8106.56,104688.2,24,123.03,829.54,0.26,9,5,4.0,,0.0,60.75,-28,2,0.15,,0.0,1278,0,0,0,0,0,0,0,0,0,0,0,1.8,,48h+,Detractor (-100 to 0),3-5 years
1643,Finance,E-commerce,Apac,1000,34373.65,,36,90.32,473.98,14.1,7,,0.0,2,1.0,1.15,-49,0,0.1,,0.0,583,0,1,0,1,0,0,0,0,0,0,0,,,<6h,Detractor (-100 to 0),18-24 months
1644,,Data,North America,1000,205454.58,99120.03,36,203.78,,11.98,1,5,,5,0.0,77.88,100,1,,,0.0,,1,0,0,0,1,0,1,0,1,0,0,0.2,"(0.0, 0.2]",48h+,Promoter (51 to 100),
1645,Finance,Cloud,Middle East,1000,172870.44,50202.56,12,108.63,529.91,9.22,7,,0.0,7,1.0,69.94,-100,3,0.1,,0.0,2126,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),5-10 years
1646,Retail,,Middle East,,14714.46,38619.09,36,123.42,528.16,7.75,,10,1.0,4,1.0,108.7,52,2,0.05,renewal likely,0.0,1500,0,0,0,0,0,0,0,0,0,0,0,,,,Promoter (51 to 100),3-5 years
1647,Retail,Payments,North America,50,277626.88,100535.8,,,613.12,4.54,4,5,,0,0.0,2.63,13,0,0.2,low usage,0.0,617,0,0,0,0,0,0,1,1,0,0,1,0.8,"(0.6, 0.8]",<6h,Passive (1 to 50),18-24 months
1648,Manufacturing,Infra,,500,63548.77,179732.63,12,91.55,679.2,9.45,4,20,0.0,2,,15.57,-58,0,0.1,renewal likely,0.0,303,0,0,0,0,0,1,0,0,0,0,0,0.2,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),6-12 months
1649,Saas,Payments,North America,1000,11709.22,133832.56,,-62.23,494.72,4.43,7,5,2.0,3,1.0,50.53,93,0,0.1,needs training,0.0,351,0,0,0,0,0,0,0,0,0,0,1,1.4,,48h+,Promoter (51 to 100),6-12 months
1650,,E-commerce,Apac,500,20280.21,105417.11,12,,502.86,3.06,2,,3.0,6,,55.59,63,3,0.1,neutral,0.0,3154,0,1,0,0,0,1,0,1,0,0,0,,,48h+,Promoter (51 to 100),5-10 years
1651,Saas,AI,,1000,8227.21,,12,165.7,584.58,5.1,4,100,1.0,4,0.0,63.09,76,0,0.2,executive sponsor left,0.0,,0,0,0,1,1,0,0,0,0,0,0,0.04,"(0.0, 0.2]",48h+,Promoter (51 to 100),
1652,,E-commerce,Apac,,16022.17,,36,91.23,199.65,,,,,4,1.0,96.21,,1,,executive sponsor left,0.0,26,1,1,0,1,0,0,1,0,0,1,0,,,48h+,,0-3 months
1653,,,Middle East,200,14943.8,,12,,608.65,1.75,6,5,2.0,4,0.0,,62,0,0.1,needs training,0.0,1466,0,0,1,1,0,0,0,1,0,0,0,1.2,,,Promoter (51 to 100),3-5 years
1654,Saas,Data,Middle East,,55244.03,33783.35,48,37.77,490.13,19.82,9,10,1.0,1,1.0,71.34,46,0,0.0,,0.0,893,0,0,0,0,0,0,0,0,0,0,0,0.9,"(0.8, 1.0]",48h+,Passive (1 to 50),2-3 years
1655,Finance,,,200,16628.94,53812.85,12,,712.94,4.39,6,100,2.0,1,2.0,,-54,3,0.1,pricing issue,0.0,2987,0,0,1,0,0,0,0,1,0,0,0,0.06,"(0.0, 0.2]",,Detractor (-100 to 0),5-10 years
1656,Manufacturing,Data,,1000,51196.11,47722.04,36,,,5.15,9,50,2.0,5,,63.43,-67,0,0.0,renewal likely,0.0,216,0,0,0,0,0,1,0,1,1,0,0,0.18,"(0.0, 0.2]",48h+,Detractor (-100 to 0),6-12 months
1657,Finance,,North America,5000,32307.98,135570.09,48,,602.76,13.44,6,5,0.0,1,0.0,88.04,64,0,0.15,,0.0,687,0,0,0,0,0,0,0,1,0,0,0,1.2,,48h+,Promoter (51 to 100),18-24 months
1658,Technology,Data,North America,5000,42416.32,43956.75,12,,123.28,3.24,,50,0.0,,0.0,79.5,-9,1,0.15,low usage,0.0,250,0,0,0,0,0,0,0,1,0,0,0,,,48h+,Detractor (-100 to 0),6-12 months
1659,Healthcare,Data,Europe,5000,99863.89,97953.23,36,19.87,566.25,2.28,6,50,1.0,1,1.0,,,0,,integration problem,0.0,332,1,0,1,0,0,0,0,0,0,1,0,0.12,"(0.0, 0.2]",,,6-12 months
1660,Saas,Cloud,North America,1000,70511.44,86843.36,48,103.95,449.96,5.09,10,20,1.0,1,,43.67,51,2,0.1,executive sponsor left,0.0,,0,0,0,0,1,1,0,0,0,0,0,0.5,"(0.4, 0.6]",24-48h,Promoter (51 to 100),
1661,,,,10000,,42252.92,12,,823.7,,10,5,2.0,,0.0,,-95,3,,,0.0,1663,1,0,1,0,0,0,0,1,0,0,0,2.0,,,Detractor (-100 to 0),3-5 years
1662,Finance,,Apac,200,32925.41,86313.28,24,120.11,,4.68,3,10,1.0,9,,56.81,4,0,,renewal likely,0.0,158,1,0,0,0,0,1,0,0,1,0,0,0.3,"(0.2, 0.4]",48h+,Passive (1 to 50),3-6 months
1663,Retail,Cloud,Apac,10000,6335.74,105049.65,48,184.21,455.77,17.27,8,,4.0,,2.0,,39,1,0.0, renewal likely,0.0,455,0,1,1,0,0,0,0,0,0,0,0,,,,Passive (1 to 50),12-18 months
1664,Healthcare,Cloud,Latam,10000,,95922.62,36,130.28,,54.98,3,20,0.0,1,,49.6,-74,0,0.15,,0.0,295,0,0,0,0,0,1,0,0,1,0,0,0.15,"(0.0, 0.2]",48h+,Detractor (-100 to 0),6-12 months
1665,Finance,Payments,Europe,10000,182221.34,563.0,12,208.29,564.51,0.12,9,,3.0,2,1.0,43.93,29,1,0.1,,0.0,234,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),6-12 months
1666,,,Apac,200,77362.13,131772.72,,120.07,,32.16,,,1.0,4,0.0,,94,1,0.2,,0.0,3267,0,1,1,0,0,0,0,0,1,0,1,,,,Promoter (51 to 100),5-10 years
1667,Finance,,Europe,50,,86143.18,36,,651.11,0.14,5,100,1.0,6,1.0,73.37,-47,0,0.2,needs training,0.0,,0,0,0,0,1,0,0,1,0,0,0,0.05,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
1668,Healthcare,Cybersecurity,,1000,303304.1,,36,166.52,522.61,27.79,6,100,,6,0.0,16.62,64,,0.0,integration problem,0.0,901,0,0,0,1,0,0,1,0,0,0,0,0.06,"(0.0, 0.2]",12-24h,Promoter (51 to 100),2-3 years
1669,Finance,,Europe,500,384276.63,42582.18,36,202.78,691.79,2.23,6,,3.0,3,1.0,67.44,52,2,,,0.0,361,1,1,0,0,0,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),6-12 months
1670,Manufacturing,E-commerce,Latam,5000,61822.87,-36302.1,12,132.61,487.74,51.87,6,,1.0,5,1.0,40.92,15,1,0.05,needs training,0.0,,0,1,0,0,1,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),
1671,Finance,Cybersecurity,North America,500,101355.78,98134.57,,-14.27,599.88,9.39,11,50,,1,1.0,103.28,42,0,,,1.0,,1,0,0,0,1,0,1,0,0,0,1,0.22,"(0.2, 0.4]",,Passive (1 to 50),
1672,,,Europe,1000,17464.63,108418.39,12,,164.58,7.49,7,100,2.0,0,1.0,40.88,-93,,0.15,,0.0,317,0,0,0,0,0,0,0,1,0,0,0,0.07,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),6-12 months
1673,,,,50,11714.16,,36,233.99,305.83,22.78,7,,2.0,4,1.0,49.83,3,,0.1,satisfied,0.0,561,0,1,0,1,0,0,0,0,0,0,0,,,48h+,Passive (1 to 50),18-24 months
1674,Energy,Infra,Latam,,32599.1,-14385.82,24,101.69,425.86,8.32,2,50,1.0,2,2.0,15.29,83,4,0.0,integration problem,0.0,151,0,0,0,0,0,0,0,0,0,0,0,0.04,"(0.0, 0.2]",12-24h,Promoter (51 to 100),3-6 months
1675,,Infra,Latam,500,24730.95,39052.93,12,,779.52,13.19,7,20,,3,0.0,39.72,,1,0.15,satisfied,0.0,401,0,0,0,0,0,0,1,1,0,1,0,0.35,"(0.2, 0.4]",24-48h,,12-18 months
1676,Technology,,Europe,,70370.89,77919.74,12,,409.56,2.57,6,10,2.0,8,1.0,3.77,33,1,,neutral,0.0,213,1,0,0,0,0,0,0,1,0,0,0,0.6,"(0.4, 0.6]",<6h,Passive (1 to 50),6-12 months
1677,Healthcare,Data,Middle East,500,35562.42,85379.75,48,257.29,473.98,9.05,4,,0.0,3,0.0,45.82,-59,2,,,0.0,999,1,1,0,0,0,0,0,0,0,0,0,,,24-48h,Detractor (-100 to 0),2-3 years
1678,Saas,Cybersecurity,,10000,104713.5,74474.24,48,,594.55,22.78,6,50,2.0,3,0.0,,-97,2,,pricing issue,0.0,512,1,0,1,0,0,0,0,1,0,0,0,0.12,"(0.0, 0.2]",,Detractor (-100 to 0),12-18 months
1679,Healthcare,AI,North America,10000,295902.9,63288.11,,82.92,461.7,0.43,6,5,2.0,2,0.0,44.64,32,2,,,0.0,50,1,0,0,0,0,0,0,0,0,0,1,1.2,,24-48h,Passive (1 to 50),0-3 months
1680,Healthcare,AI,Latam,500,5335.12,187447.36,12,88.56,861.56,24.9,,50,1.0,4,1.0,58.56,,2,0.2,,0.0,2949,0,0,0,0,0,0,0,0,0,1,0,,,48h+,,5-10 years
1681,Manufacturing,Cloud,,,200940.41,35405.93,12,131.11,754.14,3.67,4,20,3.0,3,0.0,41.53,90,2,,pricing issue,0.0,861,1,0,0,0,0,0,0,0,0,0,0,0.2,"(0.0, 0.2]",24-48h,Promoter (51 to 100),2-3 years
1682,Technology,Cybersecurity,,50,25186.72,63877.0,,58.28,361.6,0.02,10,20,2.0,3,0.0,49.12,-50,1,0.2,satisfied,0.0,204,0,0,0,0,0,0,0,0,0,0,1,0.5,"(0.4, 0.6]",48h+,Detractor (-100 to 0),6-12 months
1683,Finance,Cybersecurity,North America,10000,2337946.08,,48,127.61,244.72,27.43,5,,0.0,5,0.0,81.61,63,0,,low usage,0.0,408,1,1,0,1,0,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),12-18 months
1684,Technology,Cloud,Apac,,104763.6,,24,109.48,283.2,1.48,9,50,4.0,3,,11.68,18,3,,pricing issue,0.0,267,1,0,0,1,0,1,0,0,0,0,0,0.18,"(0.0, 0.2]",6-12h,Passive (1 to 50),6-12 months
1685,Energy,AI,Apac,500,146036.24,,12,116.29,330.83,7.88,9,,2.0,,,47.36,57,2,0.15,,0.0,,0,1,0,1,1,1,0,0,0,0,0,,,24-48h,Promoter (51 to 100),
1686,Saas,,,10000,3470.14,127228.44,48,61.77,311.38,1.22,5,5,,8,,56.76,-7,1,0.2,,0.0,1159,0,0,0,0,0,1,1,0,0,0,0,1.0,"(0.8, 1.0]",48h+,Detractor (-100 to 0),3-5 years
1687,Healthcare,,Apac,5000,4464.57,95607.61,12,43.53,,8.58,13,50,1.0,,0.0,12.16,,,,renewal likely,0.0,592,1,0,0,0,0,0,0,0,1,1,0,0.26,"(0.2, 0.4]",12-24h,,18-24 months
1688,Retail,,Latam,1000,495928.86,-17265.14,12,93.65,665.39,22.15,8,100,1.0,2,1.0,16.91,83,1,,low usage,0.0,1112,1,0,0,0,0,0,0,0,0,0,0,0.08,"(0.0, 0.2]",12-24h,Promoter (51 to 100),3-5 years
1689,Energy,Data,North America,,,42402.24,36,198.7,715.79,8.81,4,,2.0,1,1.0,105.25,48,0,,neutral,0.0,,1,1,0,0,1,0,0,0,0,0,0,,,,Passive (1 to 50),
1690,Retail,Infra,North America,50,984142.93,,48,44.57,258.79,2.42,10,5,,4,0.0,131.33,29,2,,integration problem,0.0,1435,1,0,0,1,0,0,1,0,0,0,0,2.0,,,Passive (1 to 50),3-5 years
1691,Retail,,North America,500,,134621.66,,157.55,607.2,12.01,,20,1.0,2,0.0,42.89,4,1,0.2,,0.0,2174,0,0,0,0,0,0,0,0,0,0,1,,,24-48h,Passive (1 to 50),5-10 years
1692,Healthcare,Data,North America,5000,86889.61,199656.06,12,169.13,487.04,12.43,4,,1.0,0,1.0,53.59,-76,2,0.2,satisfied,0.0,948,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),2-3 years
1693,Finance,AI,,10000,52157.38,84123.73,,,645.48,6.8,7,,0.0,3,0.0,97.74,27,1,,pricing issue,0.0,411,1,1,0,0,0,0,0,1,0,0,1,,,48h+,Passive (1 to 50),12-18 months
1694,Technology,Cybersecurity,North America,1000,,35142.88,48,212.75,594.14,5.22,4,100,3.0,3,,49.62,18,1,0.2,neutral,0.0,,0,0,0,0,1,1,0,0,0,0,0,0.04,"(0.0, 0.2]",48h+,Passive (1 to 50),
1695,Healthcare,Infra,North America,200,178750.88,116566.59,,65.25,454.8,6.8,9,20,1.0,5,,,95,2,0.0,,0.0,,0,0,1,0,1,1,0,0,0,0,1,0.45,"(0.4, 0.6]",,Promoter (51 to 100),
1696,Technology,Infra,North America,10000,51351.22,,24,38.52,515.03,,10,,2.0,2,1.0,18.95,24,2,0.0,,0.0,300,0,1,0,1,0,0,0,0,0,0,0,,,12-24h,Passive (1 to 50),6-12 months
1697,Retail,Payments,Apac,500,47500.64,,36,143.58,473.3,3.94,,,,1,0.0,35.14,,1,0.05,integration problem,0.0,,0,1,0,1,1,0,1,0,0,1,0,,,24-48h,,
1698,Saas,Cybersecurity,Europe,1000,432920.37,93309.42,12,206.93,819.71,4.24,5,,0.0,4,,62.47,,1,0.1,neutral,0.0,,0,1,0,0,1,1,0,0,0,1,0,,,48h+,,
1699,Energy,Cybersecurity,Europe,1000,43976.87,65750.73,,,391.98,4.83,8,100,2.0,2,,11.91,64,2,,low usage,0.0,421,1,0,0,0,0,1,0,1,0,0,1,0.08,"(0.0, 0.2]",6-12h,Promoter (51 to 100),12-18 months
1700,Finance,Infra,North America,,380677.54,,,97.4,590.1,4.37,6,100,4.0,,0.0,,73,1,,,0.0,329,1,0,1,1,0,0,0,0,0,0,1,0.06,"(0.0, 0.2]",,Promoter (51 to 100),6-12 months
