client_id,industry,region,sub_industry,revenue,tenure_months,employee_count,account_tier,monthly_logins_3m,monthly_logins_12m,downloads_3m,downloads_12m,inquiries_3m,inquiries_12m,webinar_attendance_12m,analyst_calls_12m,portal_time_spent_3m,portal_time_spent_12m,report_views_3m,report_views_12m,benchmarking_participation,active_users_count,feature_adoption_score,tickets_raised_12m,avg_ticket_resolution_time,ticket_satisfaction_score,escalations_12m,onboarding_score,renewal_meetings_attended,nps_score,satisfaction_score,relationship_strength,decision_maker_engagement,churn_flag
C1336,BFSI,,SubIndustry_28,818.6212443,171,24187,Gold,,17,35,2,1,4,,3,141.7511707,569.3527452,1,7,N,9,,4,44.0756845,2,,0.863356976,0,-85,6,4,1,1
C1337,Manufacturing,NA,SubIndustry_6,292.3786027,74,49108,Silver,20,35,11,13,2,4,,2,131.7744638,361.3735058,1,3,no,4,78.15784326,2,36.9015725,3,0,0.026278773,10,-49,6,3,0,1
,BFSI,APAC,SubIndustry_22,494.4888127,35,12951,Gold,22,29,17,13,1,6,1,3,85.75925966,695.6769651,1,5,,22,92.33102807,2,64.47184108,2,0,0.253293644,4,73,10,2,2,0
C1339,,EMEA,,304.5430336,168,8161,Gold,20,24,50,16,,3,1,2,145.6780238,414.6248779,1,7,N,7,87.08606449,2,58.13318734,2,0,0.275996651,10,-81,4,5,2,1
C1340,BFSI,NA,SubIndustry_9,210.3288164,125,333,Gold,23,9,5,37,0,1,3,5,,762.8182048,0,6,no,39,68.92973935,3,17.27187079,,0,0.548366391,0,26,2,5,2,0
C1341,Retail,NA,SubIndustry_29,,85,14258,Bronze,20,13,30,,,5,1,5,133.5182037,704.5136841,1,5,,14,7.372493809,3,15.30481743,3,1,0.222259781,4,18,3,5,2,0
C1342,Technology,NA,SubIndustry_12,,58,43044,Gold,25,13,20,0,1,3,1,4,107.7892378,577.9686074,0,8,N,22,75.43108559,2,71.74822958,4,0,0.510417564,2,-22,4,5,1,1
C1343,Manufacturing,APAC,SubIndustry_3,361.6743149,34,44634,Gold,5,32,17,,0,,,1,150.4460994,404.6037521,1,9,Y,37,94.44062245,4,,2,1,0.410519116,2,-77,7,5,0,0
C1344,Manufacturing,NA,SubIndustry_29,901.2210195,25,26440,Gold,,27,19,14,1,3,1,,,,0,10,N,30,1.737490285,4,,2,0,0.4705394,20,77,3,4,2,0
C1345,Retail,LATAM,SubIndustry_18,584.9792208,,46341,Silver,36,59,6,0,1,7,1,4,190.4189333,918.107133,3,5,no,6,44.04576658,7,48.83439794,4,0,0.450426924,10,8,2,1,2,0
C1346,BFSI,LATAM,SubIndustry_9,686.2939039,110,41681,Gold,27,23,29,21,2,3,2,3,,522.3406997,2,5,Y,35,45.99538644,2,42.97526495,2,0,0.199981304,4,-28,,5,2,0
C1347,Retail,NA,,664.9319126,101,18568,Bronze,17,36,7,24,2,4,4,,140.2235482,231.8378145,2,6,1,15,,,65.51777991,3,0,0.801673291,0,58,4,4,1,0
C1348,Pharma,NA,SubIndustry_4,479.8278154,150,1532,Gold,39,26,21,2,2,,3,2,54.13294374,316.022442,2,3,no,38,96.41771832,5,56.4069384,1,0,0.587529785,3,61,4,3,,0
C1349,BFSI,APAC,SubIndustry_2,412.0563281,127,22760,Gold,,20,11,28,1,6,2,3,106.2369944,628.9263966,2,5,,24,58.53836706,6,50.67781033,1,0,0.342530032,0,81,2,2,,0
C1350,Technology,NA,SubIndustry_21,549.7869224,89,39359,Gold,30,26,15,29,0,,3,2,79.50022709,538.1701389,2,9,N,10,47.20253555,0,54.33571075,4,1,0.902309111,5,-48,,5,2,1
,Retail,NA,SubIndustry_27,533.690154,109,32831,Silver,42,27,,0,2,3,3,3,220.2663996,535.099571,0,7,0,4,14.27844511,1,70.75853768,3,,0.038056605,3,75,9,4,1,0
C1352,Retail,NA,SubIndustry_21,386.2389166,100,6293,Bronze,22,20,15,39,1,2,4,1,,674.3648605,2,10,yes,42,42.56478616,4,59.64746015,1,0,0.645661287,5,93,,5,0,0
C1353,Manufacturing,EMEA,SubIndustry_21,525.9695661,21,49957,Gold,14,28,0,34,1,6,4,5,190.6630385,,,11,no,27,88.98650372,4,,4,0,0.56505007,0,54,7,3,1,0
,Retail,,SubIndustry_1,358.7340587,21,8410,Bronze,13,42,51,10,1,1,2,6,119.9325249,722.7547746,1,,1,37,20.2551782,1,65.14465933,,0,0.155807103,3,-13,1,5,,0
,Technology,NA,SubIndustry_28,465.7084139,117,15756,Silver,11,,16,8,0,5,2,3,,,1,4,N,26,90.82087677,,37.04036908,2,0,0.620485001,5,-6,9,1,0,0
,Pharma,NA,SubIndustry_10,432.9433051,156,,,4,37,,3,1,6,4,,231.5157032,250.090069,0,5,1,15,1.491444724,,,2,1,0.435120087,2,33,10,4,0,0
C1357,Retail,LATAM,SubIndustry_9,,147,49441,Gold,31,,14,1,0,4,2,2,220.7192276,439.9655705,3,3,N,30,44.57002981,1,24.19427031,3,1,0.078040884,1,61,9,,2,0
,BFSI,APAC,SubIndustry_27,29.76835738,14,35105,Bronze,7,25,16,11,0,9,0,4,98.00211647,757.6554763,1,8,yes,19,19.20766431,1,18.66137223,3,0,0.189209542,5,66,7,2,0,0
C1359,Retail,EMEA,SubIndustry_22,312.18735,24,15118,Silver,13,,5,17,0,4,0,2,154.5273705,513.3861846,2,8,no,49,34.71727705,5,77.8503915,3,1,0.840192775,1,22,,1,1,0
C1360,Pharma,APAC,SubIndustry_12,860.8209329,20,37183,Silver,30,8,32,25,2,1,0,1,116.1421552,,2,6,0,8,1.025689259,1,53.07014615,4,1,0.406224352,1,1,9,4,2,0
C1361,BFSI,EMEA,SubIndustry_6,438.0636436,160,34127,,22,13,5,,0,1,1,1,,572.2763353,1,9,1,4,23.95986342,,55.80631647,4,0,0.06174088,0,34,7,4,0,0
,Manufacturing,,SubIndustry_9,655.1936322,65,22912,Gold,22,19,4,3,0,3,0,1,,775.7291242,1,2,yes,3,26.26900877,3,52.81800638,2,0,0.913545217,5,-21,5,3,2,0
C1363,,NA,SubIndustry_27,75.11097138,,13927,Silver,40,22,20,19,1,,0,5,224.3544572,831.6985422,,3,0,3,43.33223678,5,56.72038841,,0,0.053298622,3,-41,9,4,1,1
C1364,,NA,SubIndustry_3,298.3427864,101,16876,Gold,31,,20,27,,4,3,2,28.51092795,,0,3,yes,9,15.12509427,3,29.23585249,3,0,0.532435618,1,23,6,5,1,0
C1365,BFSI,APAC,SubIndustry_26,229.1020765,104,41734,,,9,9,30,0,3,1,,113.3122467,603.8926176,2,,0,31,21.37503976,2,24.71789888,4,2,0.449769554,0,16,,3,0,0
C1366,Manufacturing,EMEA,SubIndustry_21,459.539998,95,17341,Gold,44,0,25,11,0,4,2,3,66.66883322,476.036754,0,4,0,10,23.38035933,2,53.10441466,2,0,0.809940176,10,-70,1,4,2,1
C1367,Pharma,LATAM,SubIndustry_19,984.3910961,92,27043,,,19,12,27,0,6,1,4,124.2781025,573.1800461,2,,0,38,,3,28.9771059,2,0,0.004373332,,53,9,5,2,0
C1368,BFSI,NA,SubIndustry_15,592.0477886,10,24700,Silver,29,2,10,28,0,8,,1,70.34725152,727.082562,0,6,0,45,15.90226576,3,37.67191909,3,0,0.357093906,3,69,9,5,2,0
C1369,BFSI,LATAM,SubIndustry_19,839.1225067,,2520,Silver,22,11,1,42,3,2,1,2,54.25605157,467.3892002,1,4,yes,21,51.03425841,6,,3,0,0.079703003,2,,7,1,0,0
C1370,Pharma,LATAM,SubIndustry_5,449.1126545,,119,Gold,7,0,16,18,,5,,1,232.9182623,806.3100098,5,7,yes,20,98.03515993,0,23.75066025,2,0,0.001861719,1,-55,,4,1,0
C1371,BFSI,NA,SubIndustry_8,772.9738748,175,15220,Bronze,26,41,,17,0,6,1,,130.6138738,417.9418351,2,10,,22,44.60883672,3,,3,0,0.317566997,,99,7,5,1,0
C1372,,APAC,SubIndustry_27,914.6513413,,21274,Silver,10,,10,9,0,5,1,2,89.1279933,826.3279952,1,7,no,40,72.55443455,0,50.47809672,3,0,0.912707098,0,2,9,5,2,0
C1373,Retail,EMEA,SubIndustry_12,,149,39232,Silver,14,12,26,5,0,,1,4,114.5216667,634.9550043,2,4,Y,19,97.13652688,3,51.20676539,2,1,0.674241871,10,-91,8,5,0,0
C1374,BFSI,LATAM,SubIndustry_6,392.1470578,19,45075,Silver,30,7,13,13,1,4,5,,193.1426366,824.1600675,1,8,Y,30,49.14318521,4,23.25334208,3,0,0.870750701,10,8,3,1,1,0
C1375,Technology,EMEA,SubIndustry_17,,68,,Gold,8,12,9,0,2,5,2,3,200.7817195,322.6192755,2,,yes,1,90.60545796,3,30.9284337,4,0,0.36824217,10,31,3,,1,0
C1376,Retail,APAC,SubIndustry_13,438.1879483,22,12439,Bronze,9,42,31,12,1,1,3,5,138.0114328,1089.432346,1,7,1,6,26.40755951,5,83.45617263,2,1,0.183090128,10,-15,,,0,0
,Retail,,SubIndustry_21,516.379335,63,24029,Silver,7,2,,0,0,3,4,0,45.17174897,660.0848394,1,4,N,37,36.79853729,1,26.24630727,3,,0.466111698,2,13,1,3,1,1
C1378,Retail,NA,SubIndustry_29,906.1907235,38,,Gold,38,,5,0,0,3,4,,205.0600123,958.7983932,3,7,N,12,31.57093614,0,20.57033573,1,0,0.095348628,,51,5,3,1,0
C1379,Retail,,SubIndustry_4,241.0052052,15,47095,Silver,34,22,2,5,2,3,4,3,156.546572,229.3013469,4,8,yes,48,9.275361221,1,47.80350754,2,1,0.112626583,0,-48,7,3,0,0
C1380,BFSI,EMEA,SubIndustry_21,511.9323787,70,647,Gold,,4,6,26,0,4,5,1,153.7601835,655.0346132,,5,Y,10,76.57274651,4,62.24056259,1,0,,3,-1,5,1,,0
C1381,Retail,APAC,SubIndustry_12,137.1383757,114,38379,Bronze,25,6,25,29,,,2,5,216.303636,489.6475251,2,,yes,35,54.80835885,2,89.6457127,2,0,0.925759204,4,33,7,5,1,0
C1382,Pharma,EMEA,SubIndustry_23,414.6474342,44,8913,Gold,49,4,19,18,1,8,1,4,92.53937735,719.7106429,,8,1,21,55.59308564,4,43.08242659,1,1,0.609308164,3,-13,9,2,2,0
C1383,BFSI,EMEA,SubIndustry_7,562.2790715,158,21453,Silver,38,21,26,20,,3,1,2,92.35868931,754.6709198,4,2,yes,24,84.79160023,3,58.71852132,3,1,0.05825704,5,-84,1,4,0,0
C1384,Manufacturing,NA,,602.5166305,104,38923,,8,,,28,0,3,,6,174.9748778,509.6939713,3,,no,6,7.589064153,0,13.64167071,,1,0.819492819,4,-90,5,,2,1
C1385,BFSI,EMEA,SubIndustry_18,617.8046159,24,20149,Gold,26,34,,14,0,7,,2,124.1395733,,0,8,Y,36,29.50210476,1,53.33835938,1,0,0.268409742,0,32,10,3,1,0
C1386,Technology,NA,SubIndustry_8,579.4808066,,19771,Gold,29,14,,22,0,8,2,2,128.0066615,692.0221146,,7,Y,,67.8470593,2,73.36842374,2,0,0.872125461,1,30,3,,1,0
C1387,BFSI,APAC,SubIndustry_5,616.084388,94,2949,Gold,9,27,,5,0,4,1,4,112.7619462,589.6729362,3,4,,5,,4,32.19650617,5,0,0.805821046,3,5,6,3,1,0
,Pharma,,SubIndustry_22,509.1478258,174,39381,Gold,26,,26,26,1,6,1,4,4.949599091,981.7713263,0,3,1,20,93.81974679,4,49.84456898,3,0,0.301530429,10,-33,10,4,0,0
C1389,Retail,EMEA,,290.4267388,132,,Gold,8,25,15,17,0,4,2,2,122.8186669,718.6148991,0,10,1,20,28.11620443,,87.95907871,3,0,0.704894151,20,65,3,2,2,0
C1390,BFSI,NA,SubIndustry_13,129.6686073,6,30179,Silver,19,21,34,24,1,3,3,3,183.177487,325.7131883,2,11,1,30,60.21329322,3,61.96594084,2,0,0.290315807,10,32,9,4,1,0
C1391,BFSI,NA,,390.6624357,38,18897,,17,10,34,14,0,2,0,2,26.00898212,505.1441103,,3,yes,10,76.48317634,3,30.82844171,4,,0.968155053,5,-88,8,,,0
C1392,BFSI,EMEA,SubIndustry_22,,26,21908,Gold,,8,6,40,0,,0,3,,230.3511488,2,3,yes,,40.01465011,2,56.86355109,,0,,5,25,1,4,2,0
C1393,Retail,EMEA,SubIndustry_9,750.7863594,147,36808,Gold,34,41,3,39,1,1,3,2,187.5994093,672.5482596,2,8,no,31,99.91886906,6,58.68300743,1,0,0.598360276,2,-31,9,1,1,1
C1394,BFSI,,SubIndustry_8,479.879665,,44542,Gold,6,15,7,38,1,5,6,2,72.01699611,819.9576128,2,6,1,11,18.6346183,,39.53154795,,0,0.293670759,1,-5,10,3,2,0
C1395,Technology,NA,,460.6861932,68,35566,Bronze,50,,40,4,1,1,0,0,134.94702,721.8188228,,7,no,26,,4,54.60469873,3,0,,4,-44,4,2,2,1
C1396,Retail,APAC,SubIndustry_12,577.1054254,69,38322,Gold,29,58,52,25,1,0,1,2,,341.3849366,2,3,Y,49,12.2059915,2,,4,0,0.273698485,10,-53,8,5,2,0
C1397,BFSI,EMEA,SubIndustry_16,445.9976025,47,10832,,,15,5,44,,6,4,3,164.1351589,450.7921087,3,4,,36,97.26027208,,95.58319034,5,1,,5,,3,4,0,0
C1398,Manufacturing,NA,SubIndustry_18,662.1083998,99,13636,Gold,5,14,35,20,2,4,0,5,143.586323,,,5,no,20,97.08415886,1,75.27752291,3,0,,10,-8,8,4,2,0
C1399,Manufacturing,EMEA,SubIndustry_12,895.8667237,157,11272,Bronze,0,23,,24,0,4,3,2,148.0161688,,1,5,Y,37,31.19813404,1,49.05948517,2,0,,2,-18,2,3,0,0
C1400,BFSI,,,938.1571028,64,28007,Gold,12,3,11,23,1,5,,2,138.7817373,656.7555436,1,6,yes,49,63.88442291,4,104.3344517,3,,0.118433303,0,-96,6,2,,0
C1401,,EMEA,SubIndustry_0,519.4081254,80,30641,Gold,46,12,,52,1,4,4,5,154.353199,724.980337,1,10,yes,20,49.72002503,3,46.21212133,2,0,0.275003793,1,-21,5,5,2,0
C1402,,APAC,,567.3784729,140,26337,Bronze,19,,25,,1,1,2,4,147.233258,847.4510196,2,6,,42,24.02027706,,67.72273725,4,1,0.305495288,0,60,9,2,2,0
C1403,Manufacturing,,SubIndustry_4,,73,47969,Silver,24,8,35,35,1,5,0,5,107.6945626,298.4704615,1,7,1,30,54.38628601,3,54.52133579,2,0,0.588870373,,96,6,4,0,0
C1404,Manufacturing,,SubIndustry_7,470.0075954,139,,Silver,,,13,19,0,3,1,1,63.37776016,1100.053398,0,3,N,14,52.08234964,1,40.1991038,3,,,3,,5,4,2,0
C1405,Retail,,SubIndustry_17,635.8384284,,29651,Bronze,6,7,,,1,5,1,4,114.2778649,893.1564098,0,,0,24,69.18497995,5,64.43129438,5,0,0.185499031,4,-63,7,2,1,1
C1406,Technology,NA,,,60,27663,,25,9,15,14,0,3,1,5,219.417807,528.0204749,2,2,yes,40,57.74197791,3,41.72119,2,0,0.777114122,1,-12,7,3,2,0
C1407,Technology,EMEA,SubIndustry_21,437.8321703,154,19835,Gold,36,18,20,47,0,8,0,2,123.4275373,688.9170682,2,3,1,37,35.15093452,,30.81941832,2,1,0.965910709,0,-4,2,4,1,0
,Retail,EMEA,SubIndustry_0,731.2229233,160,,Gold,6,8,28,5,1,5,1,,145.2995459,395.7939365,1,4,yes,1,62.79346906,,54.3456099,2,0,0.168183854,0,38,4,2,1,0
C1409,Technology,NA,SubIndustry_14,356.3608732,167,34045,Silver,32,15,14,2,1,1,1,4,,235.6092087,1,5,Y,24,6.313392219,3,48.56471019,3,0,0.36770529,20,-46,2,3,0,0
C1410,BFSI,NA,SubIndustry_19,474.3897643,132,18850,,23,14,50,1,,3,2,2,215.4734921,345.0696126,,4,0,39,78.38653898,,44.28094554,3,0,0.634230623,5,,2,5,,0
C1411,BFSI,EMEA,SubIndustry_3,185.1580709,92,15279,Gold,,15,6,25,1,6,1,3,184.5878878,457.9944804,1,5,0,10,64.23469394,2,4.553141484,4,0,0.853805791,4,-23,1,,0,1
C1412,BFSI,NA,SubIndustry_24,,,771,Silver,33,0,30,49,2,4,1,4,192.679999,725.730894,,7,N,18,10.7580507,5,59.47022933,1,0,0.050231744,10,5,7,4,0,0
C1413,BFSI,NA,,752.605614,126,10570,Silver,25,30,13,,1,1,0,3,214.0276018,662.3391201,1,5,0,5,30.64776733,2,,3,0,,5,81,9,3,0,0
,Retail,EMEA,,,119,32482,Gold,21,25,32,56,0,4,,1,13.53021031,471.8448171,1,,Y,,,3,42.92768083,3,0,0.4669956,3,66,6,4,,0
C1415,Pharma,,SubIndustry_23,,172,,Silver,25,15,22,,0,3,0,1,170.9850808,739.4830421,2,6,Y,49,53.65551627,4,32.65087959,4,0,0.406295253,2,-19,1,3,2,0
C1416,BFSI,LATAM,SubIndustry_27,579.1796214,83,28010,Bronze,44,23,32,29,,0,1,,59.34129733,906.6319451,2,5,,26,65.18448963,2,36.6156177,3,0,0.49513392,10,13,7,,0,0
C1417,BFSI,NA,SubIndustry_25,776.8623506,163,11207,Gold,20,13,6,2,3,4,2,3,66.32036961,787.3465532,1,3,no,40,6.614021117,0,62.08462081,5,0,0.536783708,,,1,2,1,0
C1418,Retail,APAC,SubIndustry_19,396.2399915,179,11791,Gold,8,,20,32,0,4,,5,150.9514411,352.6316807,2,4,yes,49,74.25678278,1,22.88480183,3,0,0.716137671,1,57,6,2,1,0
C1419,Pharma,EMEA,SubIndustry_9,646.453524,179,35293,Silver,0,,15,55,1,2,1,2,136.4496999,586.1750872,,10,1,22,74.89984924,1,46.91852748,4,0,0.334446438,20,,10,3,2,0
C1420,BFSI,APAC,SubIndustry_23,,,26161,Gold,8,27,9,36,1,2,0,2,76.02758746,514.5051164,0,4,no,15,49.70746884,,70.23083696,1,0,0.939922586,4,-42,7,2,1,1
C1421,,NA,SubIndustry_14,743.0651941,85,8654,Silver,6,4,14,35,,1,2,,157.1130413,303.8971516,1,2,yes,25,34.48131431,1,75.16969658,3,0,0.052932334,,-67,10,3,0,0
C1422,BFSI,LATAM,SubIndustry_2,48.12582323,164,30817,,10,17,15,8,0,,3,4,121.9685123,414.5404308,0,4,no,13,44.26981329,1,40.45857388,2,0,0.47978143,5,19,1,1,2,0
C1423,BFSI,EMEA,SubIndustry_1,380.1451043,104,3737,Bronze,17,24,21,26,1,2,2,0,120.1009677,560.6692781,4,4,Y,20,88.23884329,1,55.25986508,2,0,0.985314416,4,-12,5,1,2,0
C1424,Pharma,,SubIndustry_21,296.1658757,114,33844,Gold,31,46,14,44,1,6,,2,153.1008441,529.808735,2,13,1,,67.32117609,2,59.31624317,3,1,0.158654456,1,24,5,5,1,0
C1425,Pharma,NA,,,15,28294,Gold,5,33,4,31,1,2,3,1,89.56451134,457.0019011,0,13,yes,44,55.31156758,4,33.39208416,4,0,0.125958976,5,37,9,1,0,0
C1426,BFSI,,SubIndustry_23,,51,45790,Gold,6,11,33,1,3,6,2,1,142.5934675,,0,3,no,44,16.31310403,1,67.05477957,,2,0.560565301,4,,1,3,1,0
C1427,Pharma,EMEA,SubIndustry_0,90.87542181,50,19269,Gold,17,10,18,26,0,5,3,2,94.42075538,340.637132,2,5,,48,85.78385395,4,46.46816178,5,,0.163406212,3,48,5,1,2,0
C1428,Manufacturing,NA,SubIndustry_10,934.0189984,111,5845,Gold,,,14,21,0,10,,3,43.19330982,912.3191082,1,,no,28,65.57744012,3,56.28069796,5,,0.229720662,5,,2,5,1,0
C1429,Technology,EMEA,SubIndustry_11,623.5378777,55,41069,,31,14,17,15,0,2,0,10,52.12452777,704.86952,4,,1,27,72.81512363,3,45.48542995,3,,0.786753297,0,-15,2,4,0,0
C1430,,NA,,524.2018486,12,33407,Gold,23,5,,28,3,5,2,4,110.254255,574.2690097,2,3,yes,42,8.910458922,,24.02460624,3,0,0.843361429,5,-72,10,5,1,0
,Retail,EMEA,SubIndustry_2,572.7345296,178,,Gold,26,32,3,12,2,4,1,6,157.174941,382.9778456,1,5,yes,41,46.51275066,,4.39353834,3,,0.232584282,5,-56,2,5,,0
C1432,Retail,LATAM,SubIndustry_22,529.2681847,133,19602,Silver,22,25,22,26,0,3,2,2,187.4233363,,4,4,1,,48.28604084,4,30.96159113,,0,0.3578975,20,80,5,5,0,0
C1433,Manufacturing,,SubIndustry_28,699.4701313,155,12310,Gold,0,10,44,13,1,6,3,,54.23296036,267.4579306,0,8,yes,8,67.20433917,5,57.23899336,2,0,,5,-47,5,4,,1
C1434,BFSI,APAC,SubIndustry_15,373.5111616,79,5127,Gold,3,11,17,11,,3,1,2,140.0917521,744.9264574,0,13,no,9,79.62952214,4,61.85606488,2,0,0.722583994,3,96,5,2,0,1
,BFSI,EMEA,SubIndustry_25,,90,,,12,20,21,6,0,3,1,,139.9349573,630.9867598,0,4,N,35,,2,36.53687967,5,0,0.365345685,4,-49,9,5,0,1
C1436,,EMEA,SubIndustry_13,545.4842536,9,17210,Silver,1,32,33,,0,2,3,2,140.4176975,782.6262917,1,7,,40,51.0600831,2,,3,0,0.711736446,,-3,7,4,0,0
C1437,Manufacturing,LATAM,SubIndustry_11,290.6284083,104,24773,,15,26,6,23,1,5,1,2,180.6323721,529.6949424,3,9,N,6,7.938658184,2,,5,0,0.290995698,3,51,3,3,2,0
C1438,BFSI,APAC,SubIndustry_19,,104,16069,Silver,23,10,3,25,1,,3,1,135.6968195,453.5568243,1,6,no,31,50.85083282,3,78.93764337,3,1,0.49761269,3,-18,4,1,2,0
C1439,Manufacturing,APAC,,410.864652,163,41056,Silver,16,,25,14,,6,2,1,174.9843805,815.1351162,0,9,yes,48,43.94428021,3,79.07819302,1,0,0.232820868,0,-87,9,4,1,0
C1440,Pharma,NA,SubIndustry_15,703.484334,,15666,Gold,,28,25,31,0,5,2,2,,503.6991467,3,8,Y,30,89.06054072,2,58.49878901,4,0,0.781385795,4,-32,10,,1,0
C1441,BFSI,EMEA,SubIndustry_20,522.9825453,44,17935,,11,24,,53,,1,1,5,119.1937357,283.9529537,1,5,1,45,64.46811732,6,74.66810344,3,1,0.840015536,4,-38,10,5,,0
C1442,,NA,SubIndustry_7,826.7169665,174,39317,,11,2,21,,0,4,1,3,180.9578457,689.7073507,2,7,yes,,48.22829076,3,25.01488739,4,0,0.415418037,5,-55,3,3,2,0
C1443,Retail,EMEA,SubIndustry_16,291.7241823,,1714,Gold,11,6,28,17,,,1,3,143.0808162,541.5710831,,7,1,34,75.97964028,3,39.81891834,2,0,,10,-26,5,2,2,0
C1444,Technology,EMEA,SubIndustry_16,283.0482397,98,,Gold,1,34,,20,0,1,0,2,152.7192977,741.9208175,2,6,,19,74.23663915,1,66.36878778,2,0,0.686823871,20,70,8,,,0
C1445,BFSI,APAC,SubIndustry_27,318.8608818,119,12282,Silver,16,34,13,35,0,1,1,2,141.5664433,470.1107731,1,,no,45,21.34107632,5,128.1500392,4,0,0.209166367,3,-70,6,4,0,1
,Manufacturing,,SubIndustry_6,526.6591101,68,39138,Silver,5,27,18,21,2,4,6,3,5.601743735,600.4840805,0,1,yes,33,5.855416184,5,57.15751045,3,0,0.66871041,,10,7,5,1,0
C1447,Technology,EMEA,SubIndustry_14,808.2936792,53,32703,Silver,38,30,15,30,0,4,1,6,198.7531812,343.305379,,,,,99.01399176,1,29.98294684,5,,0.753768952,0,-45,5,1,0,0
C1448,Pharma,NA,SubIndustry_28,818.6187236,109,44013,Gold,36,1,13,14,0,2,2,5,124.8645648,557.4473204,,5,yes,21,85.74002667,3,35.97793586,1,0,0.037262926,0,-40,10,4,2,0
C1449,Manufacturing,APAC,SubIndustry_27,38.00627991,1,18456,Gold,6,,,43,1,3,2,2,216.0393001,,0,1,N,1,89.79029911,6,42.81572344,3,1,0.063136066,10,-85,6,1,2,1
C1450,Retail,NA,SubIndustry_8,549.9414322,11,8451,Silver,,10,4,,0,3,4,4,,377.4055173,1,5,no,47,33.70235736,,34.03123932,,0,,1,,6,5,1,0
C1451,Manufacturing,EMEA,,142.5907221,178,23725,Silver,46,32,52,22,0,3,1,4,168.2030831,534.8921138,1,,no,7,74.04675327,5,49.41280104,2,0,0.433712387,3,4,10,1,1,0
C1452,Technology,NA,SubIndustry_7,659.0063588,137,46154,Gold,1,16,,35,0,4,4,3,69.3823463,,1,3,no,2,96.00079334,3,40.37631797,,1,0.64771125,0,16,3,5,1,1
C1453,Retail,NA,SubIndustry_9,723.633883,38,9429,Gold,20,15,,15,2,2,1,3,57.05772672,767.7534611,1,8,0,18,77.97817767,3,60.55235621,3,0,0.197125075,1,-56,5,2,1,1
C1454,BFSI,LATAM,SubIndustry_14,491.9511451,141,24464,Gold,41,61,4,19,2,3,2,1,,501.3703463,2,4,yes,12,21.9189375,1,72.62029923,3,0,0.466920691,10,49,10,1,2,0
C1455,Pharma,NA,SubIndustry_22,516.7963155,133,3103,Gold,6,23,3,30,2,2,4,1,136.1806776,986.9396838,2,9,N,,82.7641918,1,46.51301638,2,,0.147272683,1,-6,2,2,1,0
C1456,Manufacturing,EMEA,,514.7277786,,49236,Silver,4,17,4,13,2,11,2,3,193.5469151,842.0475104,0,2,0,35,99.03956456,4,51.0044463,3,1,0.85692154,5,-90,9,2,0,1
C1457,,NA,SubIndustry_17,343.1116163,126,,Gold,11,13,28,13,1,3,3,2,253.6703423,409.0622449,1,7,,12,0.625926742,1,29.90939614,4,1,0.503698422,20,,9,,2,0
C1458,BFSI,LATAM,SubIndustry_13,586.3411571,10,25902,Gold,15,,27,14,1,3,2,3,137.2468501,609.5483936,0,,no,2,27.37990673,1,26.31107041,3,1,0.394123773,5,,2,3,0,0
C1459,Manufacturing,APAC,SubIndustry_4,453.7183997,133,45580,Silver,22,,28,18,0,2,4,3,156.7338309,360.7970195,3,5,N,24,85.30849667,1,56.38316868,4,0,0.603608962,1,-83,4,,0,1
C1460,Retail,NA,SubIndustry_8,686.0583419,22,21288,Silver,21,20,1,11,3,7,2,2,124.5652814,,0,13,0,5,13.84625597,2,63.05500583,1,0,0.123854364,1,20,3,,0,0
C1461,Manufacturing,NA,SubIndustry_12,477.2746131,42,19388,Bronze,25,3,43,15,,5,4,4,,,1,5,0,23,67.39940764,2,46.65152349,1,0,0.797145354,20,75,,1,1,0
C1462,BFSI,EMEA,,327.7953787,101,8505,Gold,19,26,44,31,1,4,1,,,748.3559067,1,6,Y,34,79.59000914,,,,0,0.738188804,4,-85,3,4,,0
,Manufacturing,NA,SubIndustry_24,,148,42138,Gold,20,9,40,46,2,4,4,3,203.1852096,615.8061913,0,,yes,48,12.34147685,0,,4,0,0.652184745,1,,2,3,0,0
,Pharma,EMEA,SubIndustry_18,127.187035,28,19725,Bronze,8,6,4,22,1,,,1,,567.4242984,0,7,0,,66.156894,3,59.55347184,3,0,0.668841537,10,-4,7,3,1,0
C1465,BFSI,NA,SubIndustry_10,762.5018688,21,27319,Silver,39,18,43,16,1,2,3,2,143.8212211,434.0439339,3,7,0,32,37.24104548,4,67.20815521,,1,0.476449871,5,-80,5,,0,1
C1466,Pharma,NA,SubIndustry_11,408.4421294,139,25855,,30,,32,7,0,7,1,2,160.2953954,406.0648078,3,3,Y,15,57.97089147,1,69.4812782,3,0,,2,54,4,4,2,0
C1467,Retail,EMEA,SubIndustry_2,567.714838,69,46345,Silver,34,26,17,27,1,5,5,3,,,2,9,1,41,81.58962406,2,24.2889499,3,0,0.600805408,2,96,1,1,1,0
C1468,Technology,NA,SubIndustry_1,856.6459783,37,20567,Gold,34,,,23,0,5,,6,144.9349593,317.5508204,3,9,1,41,31.77726396,2,46.65076852,,0,0.108602562,10,-48,6,3,,0
C1469,Technology,APAC,SubIndustry_22,,177,4905,,21,26,18,6,0,1,1,1,171.1477607,352.1297706,1,7,no,4,70.75334707,4,51.12219699,1,0,0.797650969,,18,3,2,0,0
